filename,plate_text,x,y,w,h,notes
0844.jpg,皖A·D67333,123,563,327,80,ccpd_tilt=90_246
0845.jpg,皖A·D69444,99,557,266,98,ccpd_tilt=89_263
0846.jpg,皖A·DT1138,239,399,247,117,ccpd_tilt=99_275
0847.jpg,皖A·D09842,295,412,243,119,ccpd_tilt=84_253
0848.jpg,皖A·D16688,244,443,258,112,ccpd_tilt=85_256
0849.jpg,皖A·D18116,227,399,258,113,ccpd_tilt=95_251
0850.jpg,苏C·D01957,187,559,340,77,ccpd_tilt=90_257
0851.jpg,皖A·D18217,206,493,332,80,ccpd_tilt=90_267
0852.jpg,皖A·F13145,180,483,328,81,ccpd_tilt=89_248
0853.jpg,皖A·D88940,213,484,328,81,ccpd_tilt=90_253
0854.jpg,皖A·D16688,259,451,261,102,ccpd_tilt=94_248
0855.jpg,皖A·D52111,163,534,273,97,ccpd_tilt=90_90
0856.jpg,皖A·D01065,219,485,218,135,ccpd_tilt=104_78
0857.jpg,皖A·D29956,247,361,253,116,ccpd_tilt=96_257
0858.jpg,皖A·D56665,161,525,333,80,ccpd_tilt=90_265
0859.jpg,皖A·D49949,172,525,312,85,ccpd_tilt=90_263
0860.jpg,皖A·DB2781,206,522,329,80,ccpd_tilt=90_267
0861.jpg,皖A·D26528,195,458,261,113,ccpd_tilt=86_271
0862.jpg,皖A·F05900,214,523,334,79,ccpd_tilt=90_241
0863.jpg,皖A·F07000,240,486,298,90,ccpd_tilt=87_243
0864.jpg,皖A·D00080,215,406,278,106,ccpd_tilt=84_252
0865.jpg,皖A·D12016,124,438,247,109,ccpd_tilt=85_272
0866.jpg,皖A·D39188,242,427,295,91,ccpd_tilt=92_260
0867.jpg,苏C·D02020,169,486,331,81,ccpd_tilt=90_250
0868.jpg,皖A·D12398,181,448,299,90,ccpd_tilt=91_270
0869.jpg,皖A·D15566,208,485,336,80,ccpd_tilt=90_244
0870.jpg,皖A·D00168,236,489,293,92,ccpd_tilt=88_233
0871.jpg,皖A·D90995,302,502,161,167,ccpd_tilt=63_236
0872.jpg,皖A·DB9761,95,520,290,93,ccpd_tilt=90_268
0873.jpg,皖A·D07600,223,438,225,133,ccpd_tilt=79_274
0874.jpg,皖A·DB8570,157,527,338,80,ccpd_tilt=90_251
0875.jpg,皖A·D20658,255,542,287,94,ccpd_tilt=90_261
0876.jpg,皖A·F07027,253,505,339,80,ccpd_tilt=91_217
0877.jpg,苏C·D05306,240,520,330,82,ccpd_tilt=90_242
0878.jpg,皖A·D15899,240,520,285,96,ccpd_tilt=88_268
0879.jpg,皖A·D16666,132,494,303,90,ccpd_tilt=90_253
0880.jpg,皖A·D05193,256,369,275,110,ccpd_tilt=97_232
0881.jpg,皖A·F18887,257,515,268,102,ccpd_tilt=93_253
0882.jpg,皖A·F07050,183,523,328,83,ccpd_tilt=90_253
0883.jpg,皖A·D56005,200,560,274,99,ccpd_tilt=87_265
0884.jpg,皖A·D06691,177,530,367,75,ccpd_tilt=90_252
0885.jpg,皖A·D00080,216,517,320,85,ccpd_tilt=90_266
0886.jpg,皖A·F03718,188,485,309,89,ccpd_tilt=90_245
0887.jpg,皖A·F00116,198,483,334,82,ccpd_tilt=92_268
0888.jpg,皖A·D11911,267,425,216,140,ccpd_tilt=103_253
0889.jpg,皖A·D16669,170,520,344,80,ccpd_tilt=90_269
0890.jpg,皖A·D03812,231,460,252,121,ccpd_tilt=100_106
0891.jpg,皖A·F07388,238,402,272,112,ccpd_tilt=95_256
0892.jpg,皖A·D13727,176,483,340,81,ccpd_tilt=90_248
0893.jpg,皖A·D25955,226,455,233,118,ccpd_tilt=98_249
0894.jpg,皖A·D26629,111,578,323,86,ccpd_tilt=90_252
0895.jpg,皖A·D33248,187,496,252,110,ccpd_tilt=85_258
0896.jpg,苏C·D08505,189,474,336,83,ccpd_tilt=89_253
0897.jpg,皖A·D56691,170,528,336,82,ccpd_tilt=90_253
0898.jpg,皖A·D23068,152,401,284,98,ccpd_tilt=88_269
0899.jpg,皖A·F07000,229,410,279,109,ccpd_tilt=95_254
0900.jpg,皖A·D03796,216,396,261,117,ccpd_tilt=96_246
0901.jpg,皖A·D09891,151,493,266,115,ccpd_tilt=97_104
0902.jpg,皖A·D04222,180,465,266,115,ccpd_tilt=98_112
0903.jpg,皖A·F00128,245,369,243,126,ccpd_tilt=100_254
0904.jpg,皖A·D59088,176,520,347,80,ccpd_tilt=90_258
0905.jpg,皖B·F06758,214,522,325,85,ccpd_tilt=90_251
0906.jpg,皖A·D10082,171,396,275,111,ccpd_tilt=86_261
0907.jpg,皖A·D14567,174,515,326,85,ccpd_tilt=90_261
0908.jpg,皖A·D12015,180,479,326,85,ccpd_tilt=90_261
0909.jpg,皖A·D86010,208,520,322,87,ccpd_tilt=90_259
0910.jpg,皖A·D32696,129,526,344,81,ccpd_tilt=90_257
0911.jpg,皖A·D00191,254,464,265,116,ccpd_tilt=85_259
0912.jpg,皖A·F00968,293,522,238,117,ccpd_tilt=87_272
0913.jpg,皖A·D35322,193,457,280,100,ccpd_tilt=90_262
0914.jpg,皖A·D62228,202,541,307,91,ccpd_tilt=90_266
0915.jpg,皖A·D97798,167,522,331,84,ccpd_tilt=90_266
0916.jpg,皖A·D00199,232,430,249,123,ccpd_tilt=97_256
0917.jpg,皖A·D06691,159,522,360,77,ccpd_tilt=90_258
0918.jpg,皖A·D22566,207,399,269,115,ccpd_tilt=87_265
0919.jpg,皖A·D02542,184,481,269,115,ccpd_tilt=94_257
0920.jpg,皖A·D89116,292,516,217,129,ccpd_tilt=101_242
0921.jpg,皖A·D81677,163,528,377,74,ccpd_tilt=89_237
0922.jpg,苏C·D05935,149,483,372,76,ccpd_tilt=90_260
0923.jpg,皖A·D29123,216,527,338,83,ccpd_tilt=90_266
0924.jpg,皖A·D20256,248,379,273,114,ccpd_tilt=96_257
0925.jpg,皖A·D12368,148,562,326,86,ccpd_tilt=90_259
0926.jpg,苏C·D08125,152,525,322,87,ccpd_tilt=91_256
0927.jpg,皖A·D08880,210,421,243,128,ccpd_tilt=100_246
0928.jpg,皖A·D12821,229,442,331,85,ccpd_tilt=90_90
0929.jpg,皖A·D02108,193,413,274,114,ccpd_tilt=93_250
0930.jpg,皖A·D08808,235,480,248,126,ccpd_tilt=82_251
0931.jpg,皖A·D00518,192,421,264,107,ccpd_tilt=97_253
0932.jpg,皖A·D02176,148,520,375,76,ccpd_tilt=90_235
0933.jpg,皖A·DT0932,181,194,240,131,ccpd_tilt=101_253
0934.jpg,皖A·DT1029,207,404,280,112,ccpd_tilt=94_254
0935.jpg,皖A·D19819,164,518,328,87,ccpd_tilt=90_246
0936.jpg,皖A·D85566,169,481,328,86,ccpd_tilt=90_259
0937.jpg,皖A·D26629,187,517,341,83,ccpd_tilt=90_269
0938.jpg,皖A·D49786,195,557,324,87,ccpd_tilt=90_253
0939.jpg,皖A·D06567,280,501,282,100,ccpd_tilt=90_241
0940.jpg,皖A·F07000,247,427,209,150,ccpd_tilt=71_116
0941.jpg,皖A·D17767,183,522,356,79,ccpd_tilt=90_254
0942.jpg,皖A·F00708,168,530,356,80,ccpd_tilt=90_256
0943.jpg,皖A·D36428,237,515,317,90,ccpd_tilt=90_249
0944.jpg,皖A·D31606,300,491,200,142,ccpd_tilt=74_282
0945.jpg,皖A·D36138,209,523,343,83,ccpd_tilt=90_243
0946.jpg,皖A·D18177,238,438,235,122,ccpd_tilt=96_253
0947.jpg,皖A·F19996,261,426,257,123,ccpd_tilt=99_104
0948.jpg,皖A·D35199,177,502,300,95,ccpd_tilt=89_263
0949.jpg,皖A·D48108,194,515,348,82,ccpd_tilt=90_256
0950.jpg,皖A·D13699,203,520,311,92,ccpd_tilt=90_265
0951.jpg,皖A·D12346,169,523,319,89,ccpd_tilt=90_261
0952.jpg,皖A·D11945,165,480,327,87,ccpd_tilt=90_256
0953.jpg,皖A·D09835,246,497,247,128,ccpd_tilt=98_247
0954.jpg,皖A·D08996,263,380,243,131,ccpd_tilt=99_255
0955.jpg,皖A·D09526,224,408,256,123,ccpd_tilt=97_258
0956.jpg,皖A·D09208,189,408,263,120,ccpd_tilt=97_255
0957.jpg,皖A·F17088,225,522,332,86,ccpd_tilt=88_269
0958.jpg,皖A·F10528,188,558,332,86,ccpd_tilt=90_254
0959.jpg,皖A·09670D,222,520,332,87,ccpd_tilt=91_268
0960.jpg,皖A·D47488,281,478,185,155,ccpd_tilt=111_286
0961.jpg,皖A·D19555,186,408,266,119,ccpd_tilt=84_275
0962.jpg,皖A·D05869,191,483,351,82,ccpd_tilt=90_254
0963.jpg,皖A·D61689,161,515,342,84,ccpd_tilt=89_238
0964.jpg,皖A·F11509,154,520,334,87,ccpd_tilt=91_237
0965.jpg,皖A·D07096,217,448,260,123,ccpd_tilt=97_251
0966.jpg,皖A·D08886,221,436,310,103,ccpd_tilt=91_265
0967.jpg,皖A·D22123,285,474,222,131,ccpd_tilt=102_235
0968.jpg,皖A·DB1266,237,484,339,86,ccpd_tilt=90_263
0969.jpg,皖A·F00866,150,516,335,86,ccpd_tilt=90_247
0970.jpg,皖A·D18799,171,472,312,93,ccpd_tilt=92_248
0971.jpg,皖A·D18119,401,356,260,112,ccpd_tilt=93_261
0972.jpg,皖A·D10116,168,518,336,87,ccpd_tilt=89_250
0973.jpg,皖A·D37963,167,515,336,86,ccpd_tilt=90_248
0974.jpg,皖A·D61555,139,562,332,88,ccpd_tilt=90_260
0975.jpg,皖A·D18209,133,518,324,90,ccpd_tilt=90_261
0976.jpg,皖A·D29985,216,416,255,126,ccpd_tilt=100_244
0977.jpg,皖A·DT1001,215,435,262,123,ccpd_tilt=98_255
0978.jpg,皖A·D65516,170,530,306,95,ccpd_tilt=90_261
0979.jpg,皖A·D19191,247,454,288,111,ccpd_tilt=94_254
0980.jpg,皖A·D43393,163,481,325,90,ccpd_tilt=90_264
0981.jpg,皖A·F07000,174,525,351,83,ccpd_tilt=89_254
0982.jpg,皖A·D96396,194,520,342,86,ccpd_tilt=90_263
0983.jpg,皖A·D49900,166,479,338,86,ccpd_tilt=90_267
0984.jpg,皖A·D98506,212,520,334,88,ccpd_tilt=90_247
0985.jpg,皖A·D13699,170,520,334,88,ccpd_tilt=90_256
0986.jpg,皖A·D35199,191,518,334,88,ccpd_tilt=90_261
0987.jpg,皖A·D01550,241,465,292,110,ccpd_tilt=84_111
0988.jpg,皖A·DT0932,211,522,352,83,ccpd_tilt=89_237
0989.jpg,皖A·F06518,197,480,352,83,ccpd_tilt=90_250
0990.jpg,皖A·D02176,190,558,343,85,ccpd_tilt=90_255
0991.jpg,皖A·D18899,242,387,271,119,ccpd_tilt=84_259
0992.jpg,皖A·D26629,165,481,339,86,ccpd_tilt=90_261
0993.jpg,皖A·D10826,214,530,285,103,ccpd_tilt=90_263
0994.jpg,皖A·D18833,217,444,279,116,ccpd_tilt=95_251
0995.jpg,皖A·D48959,156,560,327,90,ccpd_tilt=90_267
0996.jpg,皖A·D10224,162,523,344,85,ccpd_tilt=90_252
0997.jpg,苏C·D02020,282,509,251,118,ccpd_tilt=95_252
0998.jpg,皖A·D18283,132,485,368,80,ccpd_tilt=90_244
0999.jpg,皖A·D00657,152,520,349,85,ccpd_tilt=89_243
1000.jpg,皖A·D52788,184,481,349,84,ccpd_tilt=91_252
1001.jpg,皖A·DB1015,217,478,336,87,ccpd_tilt=90_257
1002.jpg,皖A·D13859,145,454,332,88,ccpd_tilt=90_264
1003.jpg,皖A·D48946,156,481,341,86,ccpd_tilt=90_256
1004.jpg,皖A·D52666,188,520,341,87,ccpd_tilt=90_256
1005.jpg,皖A·D09676,273,428,177,184,ccpd_tilt=119_240
1006.jpg,皖A·DB3088,200,518,350,84,ccpd_tilt=90_258
1007.jpg,皖A·D80666,128,491,252,117,ccpd_tilt=95_260
1008.jpg,皖A·D45520,183,525,333,88,ccpd_tilt=90_256
1009.jpg,皖A·D44333,193,517,333,89,ccpd_tilt=90_261
1010.jpg,皖A·DB7007,191,517,325,91,ccpd_tilt=90_247
1011.jpg,苏C·D09608,208,516,325,91,ccpd_tilt=90_261
1012.jpg,苏C·D02037,206,562,346,85,ccpd_tilt=90_260
1013.jpg,皖A·D58660,149,562,360,82,ccpd_tilt=90_257
1014.jpg,皖A·D58222,261,483,360,82,ccpd_tilt=90_269
1015.jpg,皖A·D62228,208,520,342,87,ccpd_tilt=89_234
1016.jpg,皖A·D12821,192,520,273,109,ccpd_tilt=86_254
1017.jpg,贵H·F11111,191,523,351,84,ccpd_tilt=90_245
1018.jpg,皖A·D56005,202,522,351,84,ccpd_tilt=90_245
1019.jpg,皖A·D12777,194,517,351,84,ccpd_tilt=90_264
1020.jpg,皖A·D00890,232,377,203,161,ccpd_tilt=110_235
1021.jpg,皖A·D01986,224,373,287,113,ccpd_tilt=84_260
1022.jpg,皖A·D65717,184,517,330,90,ccpd_tilt=90_250
1023.jpg,皖A·D46656,245,509,242,123,ccpd_tilt=82_242
1024.jpg,皖A·DC8099,210,522,308,96,ccpd_tilt=90_267
1025.jpg,皖A·F10808,198,557,319,93,ccpd_tilt=90_267
1026.jpg,皖A·D10366,194,443,357,83,ccpd_tilt=89_243
1027.jpg,皖A·D29292,248,516,331,90,ccpd_tilt=90_263
1028.jpg,皖A·D19790,226,506,261,114,ccpd_tilt=89_270
1029.jpg,皖A·D18989,190,402,288,114,ccpd_tilt=96_248
1030.jpg,皖A·D38882,127,562,344,86,ccpd_tilt=90_266
1031.jpg,皖A·D06993,212,458,250,131,ccpd_tilt=81_257
1032.jpg,皖A·D67777,191,518,340,88,ccpd_tilt=90_265
1033.jpg,皖A·D11166,228,558,299,99,ccpd_tilt=90_254
1034.jpg,皖A·D05277,185,562,349,85,ccpd_tilt=90_264
1035.jpg,皖A·D10606,196,518,332,90,ccpd_tilt=89_247
1036.jpg,皖A·D17856,203,473,328,91,ccpd_tilt=89_263
1037.jpg,皖A·D02931,254,446,259,127,ccpd_tilt=104_120
1038.jpg,皖A·F07003,197,559,345,86,ccpd_tilt=90_247
1039.jpg,皖A·D63363,209,516,354,84,ccpd_tilt=90_239
1040.jpg,皖A·F07000,239,484,310,97,ccpd_tilt=90_267
1041.jpg,皖A·D06151,189,435,284,116,ccpd_tilt=96_101
1042.jpg,皖A·D17699,171,557,364,82,ccpd_tilt=88_232
1043.jpg,皖A·D53320,209,522,350,85,ccpd_tilt=90_249
1044.jpg,皖A·D12777,199,516,318,94,ccpd_tilt=92_258
1045.jpg,皖A·F00708,169,520,342,88,ccpd_tilt=89_246
1046.jpg,皖A·D36800,160,570,365,82,ccpd_tilt=90_247
1047.jpg,皖A·F02822,173,474,338,89,ccpd_tilt=89_243
1048.jpg,皖A·D19081,153,517,338,89,ccpd_tilt=90_259
1049.jpg,皖A·DC8688,169,515,351,85,ccpd_tilt=90_261
1050.jpg,皖A·D21011,169,517,338,89,ccpd_tilt=91_245
1051.jpg,皖A·DB6616,157,513,338,88,ccpd_tilt=92_254
1052.jpg,皖A·D90995,155,522,334,89,ccpd_tilt=90_251
1053.jpg,皖A·D67959,168,562,334,90,ccpd_tilt=90_258
1054.jpg,皖A·D60698,172,522,330,90,ccpd_tilt=90_261
1055.jpg,皖A·D41988,146,569,409,73,ccpd_tilt=90_266
1056.jpg,皖A·D02580,179,427,280,119,ccpd_tilt=95_255
1057.jpg,皖A·D06151,180,457,263,126,ccpd_tilt=83_260
1058.jpg,皖A·F00116,182,517,356,84,ccpd_tilt=90_268
1059.jpg,苏A·D08880,179,476,347,86,ccpd_tilt=90_255
1060.jpg,皖A·D68802,207,481,343,88,ccpd_tilt=89_262
1061.jpg,皖A·D90903,186,481,343,88,ccpd_tilt=90_257
1062.jpg,皖A·D13727,159,553,339,89,ccpd_tilt=90_263
1063.jpg,皖A·D64011,241,479,335,90,ccpd_tilt=89_251
1064.jpg,皖A·D11558,277,509,241,125,ccpd_tilt=91_260
1065.jpg,皖A·D09550,250,420,228,145,ccpd_tilt=104_251
1066.jpg,皖A·D82599,106,512,302,99,ccpd_tilt=91_258
1067.jpg,皖A·D49900,169,520,348,87,ccpd_tilt=90_268
1068.jpg,皖A·D18301,203,474,320,95,ccpd_tilt=90_262
1069.jpg,皖A·D57566,170,558,344,87,ccpd_tilt=90_266
1070.jpg,皖A·DB6832,217,516,340,89,ccpd_tilt=90_260
1071.jpg,皖A·D18217,202,518,340,89,ccpd_tilt=90_264
1072.jpg,皖A·D08212,213,390,262,127,ccpd_tilt=99_256
1073.jpg,皖A·D86986,256,478,336,89,ccpd_tilt=90_262
1074.jpg,皖A·F00202,145,516,332,91,ccpd_tilt=89_262
1075.jpg,皖A·D29956,240,387,279,119,ccpd_tilt=95_253
1076.jpg,皖A·D19869,220,448,274,122,ccpd_tilt=96_251
1077.jpg,皖A·F07000,173,518,358,84,ccpd_tilt=90_267
1078.jpg,皖A·F00768,146,435,363,83,ccpd_tilt=90_246
1079.jpg,皖A·D37073,166,522,337,89,ccpd_tilt=90_267
1080.jpg,皖A·D26629,181,558,333,90,ccpd_tilt=90_267
1081.jpg,皖A·D16896,157,523,364,83,ccpd_tilt=90_267
1082.jpg,皖A·D02844,186,446,288,116,ccpd_tilt=95_261
1083.jpg,皖A·D01661,188,434,268,125,ccpd_tilt=83_272
1084.jpg,皖A·D40678,214,478,355,85,ccpd_tilt=90_257
1085.jpg,皖A·F07388,166,560,342,88,ccpd_tilt=90_253
1086.jpg,皖A·D32818,191,479,342,88,ccpd_tilt=90_266
1087.jpg,皖A·D11111,273,515,315,96,ccpd_tilt=90_269
1088.jpg,皖A·D51690,246,557,330,91,ccpd_tilt=91_248
1089.jpg,皖A·D99923,185,558,351,86,ccpd_tilt=89_256
1090.jpg,皖A·F02668,154,525,351,86,ccpd_tilt=90_245
1091.jpg,皖A·F08068,175,525,351,86,ccpd_tilt=90_257
1092.jpg,皖A·D16008,185,525,351,86,ccpd_tilt=90_262
1093.jpg,皖A·D16668,133,544,402,76,ccpd_tilt=90_241
1094.jpg,皖A·F12999,135,526,380,80,ccpd_tilt=90_254
1095.jpg,皖A·DT1405,180,480,271,124,ccpd_tilt=100_114
1096.jpg,皖A·D11558,202,517,347,88,ccpd_tilt=90_252
1097.jpg,皖A·D50555,279,327,212,143,ccpd_tilt=98_249
1098.jpg,皖A·D11888,157,523,343,88,ccpd_tilt=90_255
1099.jpg,皖A·D45889,218,520,335,91,ccpd_tilt=90_267
1100.jpg,皖A·D11945,227,558,335,90,ccpd_tilt=91_252
1101.jpg,皖A·D18686,223,522,352,86,ccpd_tilt=89_243
1102.jpg,皖A·D43266,139,473,316,97,ccpd_tilt=90_248
1103.jpg,皖A·D15566,159,444,301,111,ccpd_tilt=95_252
1104.jpg,皖A·F02911,218,597,348,88,ccpd_tilt=90_237
1105.jpg,皖A·DC3122,188,517,348,88,ccpd_tilt=90_264
1106.jpg,皖A·D53320,201,480,348,87,ccpd_tilt=90_267
1107.jpg,皖A·D32872,194,517,344,89,ccpd_tilt=90_265
1108.jpg,皖A·D11223,307,493,258,118,ccpd_tilt=96_253
1109.jpg,皖A·F08533,162,563,362,84,ccpd_tilt=89_238
1110.jpg,皖A·D12777,160,518,340,90,ccpd_tilt=89_264
1111.jpg,皖A·F02822,195,516,340,90,ccpd_tilt=90_250
1112.jpg,皖A·D80058,183,518,328,93,ccpd_tilt=90_267
1113.jpg,皖A·D02829,214,515,328,93,ccpd_tilt=91_266
1114.jpg,皖A·F00187,164,515,332,92,ccpd_tilt=90_263
1115.jpg,皖A·DB8569,186,478,332,92,ccpd_tilt=90_269
1116.jpg,皖A·D18885,145,386,296,114,ccpd_tilt=95_252
1117.jpg,皖A·DB3309,216,525,282,108,ccpd_tilt=94_245
1118.jpg,皖A·D85566,169,518,349,88,ccpd_tilt=90_263
1119.jpg,皖A·D18996,181,520,358,86,ccpd_tilt=90_257
1120.jpg,皖A·F02911,181,554,325,94,ccpd_tilt=92_242
1121.jpg,皖A·F02822,189,480,341,90,ccpd_tilt=90_264
1122.jpg,皖A·D01015,173,518,341,90,ccpd_tilt=90_266
1123.jpg,皖A·D06686,193,518,341,90,ccpd_tilt=91_262
1124.jpg,皖A·DC3983,156,520,341,90,ccpd_tilt=91_268
1125.jpg,皖A·D66929,170,553,337,91,ccpd_tilt=90_267
1126.jpg,皖A·D29292,236,518,333,92,ccpd_tilt=90_263
1127.jpg,皖A·D16609,302,486,264,116,ccpd_tilt=97_261
1128.jpg,皖A·D02822,147,515,350,87,ccpd_tilt=90_259
1129.jpg,皖A·D00776,265,460,236,144,ccpd_tilt=101_242
1130.jpg,沪A·D58333,98,516,326,94,ccpd_tilt=90_265
1131.jpg,皖A·09670D,162,513,326,94,ccpd_tilt=92_247
1132.jpg,皖A·D16688,217,515,330,93,ccpd_tilt=90_264
1133.jpg,皖A·D66303,169,582,390,78,ccpd_tilt=90_252
1134.jpg,皖A·D00106,162,518,343,90,ccpd_tilt=89_243
1135.jpg,皖A·F05900,185,522,343,89,ccpd_tilt=91_265
1136.jpg,皖A·D26629,143,473,339,91,ccpd_tilt=88_256
1137.jpg,皖A·D62577,180,483,335,92,ccpd_tilt=90_257
1138.jpg,皖A·F00296,204,515,335,92,ccpd_tilt=91_265
1139.jpg,皖A·F02029,163,525,352,87,ccpd_tilt=90_263
1140.jpg,皖A·D03671,181,436,280,122,ccpd_tilt=96_260
1141.jpg,皖A·D02139,139,469,288,118,ccpd_tilt=82_111
1142.jpg,皖A·F05528,149,479,324,95,ccpd_tilt=90_265
1143.jpg,皖A·D66178,225,559,348,88,ccpd_tilt=90_269
1144.jpg,皖D·D00507,185,518,348,89,ccpd_tilt=91_258
1145.jpg,皖A·D26629,227,413,302,113,ccpd_tilt=94_250
1146.jpg,皖A·D15566,196,525,357,86,ccpd_tilt=90_245
1147.jpg,皖A·D32818,195,476,357,86,ccpd_tilt=90_255
1148.jpg,皖A·D25955,201,520,340,91,ccpd_tilt=90_235
1149.jpg,皖A·D55998,162,594,332,93,ccpd_tilt=90_266
1150.jpg,皖A·D32696,167,515,336,92,ccpd_tilt=90_262
1151.jpg,皖A·D02408,195,414,236,145,ccpd_tilt=105_243
1152.jpg,皖A·F00708,173,553,362,86,ccpd_tilt=91_248
1153.jpg,皖A·D06686,351,355,262,130,ccpd_tilt=85_273
1154.jpg,皖A·D41568,166,478,382,81,ccpd_tilt=90_230
1155.jpg,皖A·D45520,197,517,345,90,ccpd_tilt=89_268
1156.jpg,皖A·DC0799,171,476,345,89,ccpd_tilt=90_254
1157.jpg,皖A·D13398,203,479,345,90,ccpd_tilt=90_269
1158.jpg,皖A·D00839,238,364,223,153,ccpd_tilt=109_287
1159.jpg,皖A·D46768,181,457,267,116,ccpd_tilt=82_239
1160.jpg,皖A·D64011,230,515,341,91,ccpd_tilt=91_243
1161.jpg,皖A·D97798,185,517,341,91,ccpd_tilt=92_262
1162.jpg,皖A·D82599,205,558,337,92,ccpd_tilt=90_265
1163.jpg,皖A·DB8617,193,516,368,84,ccpd_tilt=90_245
1164.jpg,皖A·D17188,208,553,322,97,ccpd_tilt=90_269
1165.jpg,皖A·D02198,188,518,350,89,ccpd_tilt=91_257
1166.jpg,皖A·D05277,253,522,204,152,ccpd_tilt=82_253
1167.jpg,皖A·D88818,217,511,326,95,ccpd_tilt=89_268
1168.jpg,皖A·F15886,296,472,346,90,ccpd_tilt=91_245
1169.jpg,皖A·DC6688,193,518,330,94,ccpd_tilt=89_247
1170.jpg,皖A·D87958,222,553,338,92,ccpd_tilt=89_261
1171.jpg,皖A·D80991,251,478,338,92,ccpd_tilt=90_248
1172.jpg,皖A·D97798,165,520,364,86,ccpd_tilt=90_253
1173.jpg,皖A·D50004,156,516,338,92,ccpd_tilt=90_256
1174.jpg,皖A·D46100,175,506,299,104,ccpd_tilt=88_241
1175.jpg,皖A·D09811,210,450,293,117,ccpd_tilt=95_248
1176.jpg,皖A·D11110,158,522,369,84,ccpd_tilt=90_266
1177.jpg,苏C·D02770,199,481,360,86,ccpd_tilt=89_255
1178.jpg,皖A·DB5882,217,520,360,87,ccpd_tilt=90_269
1179.jpg,皖A·F12888,243,479,347,90,ccpd_tilt=90_243
1180.jpg,皖A·F16206,241,517,331,94,ccpd_tilt=84_228
1181.jpg,皖A·D45861,124,523,331,94,ccpd_tilt=90_269
1182.jpg,皖A·D65516,148,512,331,94,ccpd_tilt=91_265
1183.jpg,皖A·D11125,185,515,343,91,ccpd_tilt=90_264
1184.jpg,皖A·D62276,203,518,335,93,ccpd_tilt=90_259
1185.jpg,皖A·D26629,208,515,339,92,ccpd_tilt=90_260
1186.jpg,皖A·D45628,176,515,339,92,ccpd_tilt=91_267
1187.jpg,皖A·D11686,152,517,356,88,ccpd_tilt=90_259
1188.jpg,皖A·F12999,166,528,380,82,ccpd_tilt=90_257
1189.jpg,皖A·09670D,201,553,352,89,ccpd_tilt=90_247
1190.jpg,皖A·D12238,192,474,324,97,ccpd_tilt=90_265
1191.jpg,皖A·D38879,196,486,269,116,ccpd_tilt=89_90
1192.jpg,皖A·D82518,178,518,348,90,ccpd_tilt=89_259
1193.jpg,皖A·D67918,238,554,328,96,ccpd_tilt=90_90
1194.jpg,皖A·DC7899,154,515,366,85,ccpd_tilt=90_252
1195.jpg,皖A·DC6688,190,483,366,86,ccpd_tilt=90_256
1196.jpg,皖A·D50580,166,517,366,85,ccpd_tilt=90_259
1197.jpg,皖A·D07520,155,478,344,91,ccpd_tilt=90_265
1198.jpg,皖A·DB1238,174,516,332,94,ccpd_tilt=91_251
1199.jpg,皖A·DA6633,119,478,357,87,ccpd_tilt=90_259
1200.jpg,皖G·D13333,251,515,340,92,ccpd_tilt=91_249
1201.jpg,皖A·D41988,185,532,386,81,ccpd_tilt=89_268
1202.jpg,皖A·D57958,210,474,267,118,ccpd_tilt=81_231
1203.jpg,皖A·F07677,294,432,267,117,ccpd_tilt=91_264
1204.jpg,皖A·D83683,159,472,321,98,ccpd_tilt=91_269
1205.jpg,皖A·D12238,158,522,376,83,ccpd_tilt=90_245
1206.jpg,皖A·D53880,228,516,353,89,ccpd_tilt=90_255
1207.jpg,皖A·D88570,215,512,353,88,ccpd_tilt=91_255
1208.jpg,皖A·D07040,173,451,319,109,ccpd_tilt=88_263
1209.jpg,皖A·DB3088,244,516,329,95,ccpd_tilt=91_254
1210.jpg,皖A·F07070,281,449,270,128,ccpd_tilt=101_122
1211.jpg,皖A·DB5755,182,559,345,91,ccpd_tilt=90_260
1212.jpg,皖A·F10169,206,525,358,87,ccpd_tilt=90_252
1213.jpg,皖A·D55230,177,518,341,92,ccpd_tilt=90_265
1214.jpg,皖A·D63363,131,513,341,92,ccpd_tilt=90_266
1215.jpg,皖A·D29123,210,517,337,93,ccpd_tilt=88_240
1216.jpg,皖A·F00173,145,478,337,93,ccpd_tilt=92_248
1217.jpg,皖A·F00787,138,520,363,87,ccpd_tilt=90_249
1218.jpg,皖A·D80300,180,522,363,86,ccpd_tilt=91_243
1219.jpg,皖A·D44333,140,565,404,78,ccpd_tilt=90_257
1220.jpg,皖A·D06809,199,432,326,96,ccpd_tilt=92_260
1221.jpg,皖A·D18816,220,473,350,90,ccpd_tilt=90_266
1222.jpg,皖A·DB8897,267,567,290,109,ccpd_tilt=90_266
1223.jpg,皖A·D15553,118,479,346,91,ccpd_tilt=90_249
1224.jpg,皖A·F10000,167,518,359,88,ccpd_tilt=90_253
1225.jpg,皖A·D12808,168,518,359,88,ccpd_tilt=90_253
1226.jpg,苏C·D05256,215,515,252,125,ccpd_tilt=100_245
1227.jpg,皖A·F02980,180,564,378,83,ccpd_tilt=90_260
1228.jpg,皖A·D19019,173,550,338,93,ccpd_tilt=89_252
1229.jpg,皖A·D10188,156,522,355,88,ccpd_tilt=90_253
1230.jpg,皖A·D66929,160,559,364,86,ccpd_tilt=90_268
