"filename","plate_text","x","y","w","h","legality","plate_type","notes"
"0001.jpg","","7","4","87","36","legal","common","auto_yolo;conf=0.1314"
"0806.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0807.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0808.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0809.jpg","","4","17","82","26","legal","common","auto_yolo;conf=0.0247"
"0810.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0811.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0812.jpg","","69","4","59","35","legal","common","auto_yolo;conf=0.0307"
"0813.jpg","","7","12","81","29","legal","common","auto_yolo;conf=0.0542"
"0814.jpg","","36","5","88","34","legal","common","auto_yolo;conf=0.0404"
"0815.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0816.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0817.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0818.jpg","","0","17","85","30","legal","common","auto_yolo;conf=0.1492"
"0819.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0820.jpg","","4","13","80","30","legal","common","auto_yolo;conf=0.0264"
"0821.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0822.jpg","","33","12","91","30","legal","common","auto_yolo;conf=0.0170"
"0823.jpg","","5","7","87","35","legal","common","auto_yolo;conf=0.1683"
"0824.jpg","","7","6","87","33","legal","common","auto_yolo;conf=0.3214"
"0825.jpg","","51","13","74","22","legal","common","auto_yolo;conf=0.1125"
"0826.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0827.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0828.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0829.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0830.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0831.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0832.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0833.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0834.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0835.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0836.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0837.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0838.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0839.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0840.jpg","","0","19","80","25","legal","common","auto_yolo;conf=0.0453"
"0841.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0842.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0843.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0844.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0845.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0846.jpg","","20","7","78","28","legal","common","auto_yolo;conf=0.1322"
"0847.jpg","","0","12","84","33","legal","common","auto_yolo;conf=0.2066"
"0848.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0849.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0850.jpg","","0","16","81","29","legal","common","auto_yolo;conf=0.0400"
"0851.jpg","","10","12","81","29","legal","common","auto_yolo;conf=0.0403"
"0852.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0853.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0854.jpg","","14","16","81","24","legal","common","auto_yolo;conf=0.1823"
"0855.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0856.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0857.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0858.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0859.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0860.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0861.jpg","","0","13","85","30","legal","common","auto_yolo;conf=0.1901"
"0862.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0863.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0864.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0865.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0866.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0867.jpg","","33","12","91","30","legal","common","auto_yolo;conf=0.0905"
"0868.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0869.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0870.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0871.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0872.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0873.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0874.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0875.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0876.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0877.jpg","","0","13","80","31","legal","common","auto_yolo;conf=0.0198"
"0878.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0879.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0880.jpg","","0","16","84","32","legal","common","auto_yolo;conf=0.0232"
"0881.jpg","","0","11","75","32","legal","common","auto_yolo;conf=0.0104"
"0882.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0883.jpg","","34","16","89","25","legal","common","auto_yolo;conf=0.3695"
"0884.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0885.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0886.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0887.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0888.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0889.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0890.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0891.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0892.jpg","","7","14","76","27","legal","common","auto_yolo;conf=0.0532"
"0893.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0894.jpg","","10","9","88","33","legal","common","auto_yolo;conf=0.5434"
"0895.jpg","","35","12","83","28","legal","common","auto_yolo;conf=0.0204"
"0896.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0897.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0898.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0899.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0900.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0901.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0902.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0903.jpg","","2","12","83","30","legal","common","auto_yolo;conf=0.0107"
"0904.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0905.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0906.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0907.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0908.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0909.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0910.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0911.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0912.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0913.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0914.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0915.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0916.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0917.jpg","","40","14","77","24","legal","common","auto_yolo;conf=0.1998"
"0918.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0919.jpg","","3","13","88","33","legal","common","auto_yolo;conf=0.0839"
"0920.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0921.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0922.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0923.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0924.jpg","","37","12","83","28","legal","common","auto_yolo;conf=0.0682"
"0925.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0926.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0927.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0928.jpg","","6","4","86","37","legal","common","auto_yolo;conf=0.0992"
"0929.jpg","","6","15","84","30","legal","common","auto_yolo;conf=0.0141"
"0930.jpg","","6","8","85","34","legal","common","auto_yolo;conf=0.3885"
"0931.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0932.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0933.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0934.jpg","","6","7","87","36","legal","common","auto_yolo;conf=0.2245"
"0935.jpg","","3","14","82","27","legal","common","auto_yolo;conf=0.1495"
"0936.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0937.jpg","","32","11","91","33","legal","common","auto_yolo;conf=0.0185"
"0938.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0939.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0940.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0941.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0942.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0943.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0944.jpg","","8","8","86","35","legal","common","auto_yolo;conf=0.3017"
"0945.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0946.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0947.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0948.jpg","","6","13","86","29","legal","common","auto_yolo;conf=0.0641"
"0949.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0950.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0951.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0952.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0953.jpg","","7","16","82","24","legal","common","auto_yolo;conf=0.0592"
"0954.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0955.jpg","","7","15","81","28","legal","common","auto_yolo;conf=0.2060"
"0956.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0957.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0958.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0959.jpg","","0","3","83","39","legal","common","auto_yolo;conf=0.0235"
"0960.jpg","","33","11","90","30","legal","common","auto_yolo;conf=0.0247"
"0961.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0962.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0963.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0964.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0965.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0966.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0967.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0968.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0969.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0970.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0971.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0972.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0973.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0974.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0975.jpg","","9","7","88","35","legal","common","auto_yolo;conf=0.3434"
"0976.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0977.jpg","","6","6","87","38","legal","common","auto_yolo;conf=0.0934"
"0978.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0979.jpg","","12","8","83","32","legal","common","auto_yolo;conf=0.4299"
"0980.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0981.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0982.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0983.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0984.jpg","","32","8","77","28","legal","common","auto_yolo;conf=0.0732"
"0985.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0986.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0987.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0988.jpg","","7","13","81","28","legal","common","auto_yolo;conf=0.2011"
"0989.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0990.jpg","","8","13","87","29","legal","common","auto_yolo;conf=0.2477"
"0991.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0992.jpg","","48","4","75","36","legal","common","auto_yolo;conf=0.0107"
"0993.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0994.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0995.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0996.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0997.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0998.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"0999.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1000.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1001.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1002.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1003.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1004.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1005.jpg","","4","13","81","28","legal","common","auto_yolo;conf=0.0401"
"1006.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1007.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1008.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1009.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1010.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1011.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1012.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1013.jpg","","36","12","89","33","legal","common","auto_yolo;conf=0.0897"
"1014.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1015.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1016.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1017.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1018.jpg","","0","40","32","8","legal","common","auto_yolo;conf=0.1268"
"1019.jpg","","36","12","85","30","legal","common","auto_yolo;conf=0.1206"
"1020.jpg","","40","6","83","38","legal","common","auto_yolo;conf=0.0145"
"1021.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1022.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1023.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1024.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1025.jpg","","3","11","87","36","legal","common","auto_yolo;conf=0.0313"
"1026.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1027.jpg","","0","9","81","32","legal","common","auto_yolo;conf=0.0230"
"1028.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1029.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1030.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1031.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1032.jpg","","8","7","86","34","legal","common","auto_yolo;conf=0.3941"
"1033.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1034.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1035.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1036.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1037.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1038.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1039.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1040.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1041.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1042.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1043.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1044.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1045.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1046.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1047.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1048.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1049.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1050.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1051.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1052.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1053.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1054.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1055.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1056.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1057.jpg","","0","11","85","33","legal","common","auto_yolo;conf=0.0509"
"1058.jpg","","6","6","87","38","legal","common","auto_yolo;conf=0.1077"
"1059.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1060.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1061.jpg","","32","12","90","28","legal","common","auto_yolo;conf=0.0155"
"1062.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1063.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1064.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1065.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1066.jpg","","3","14","82","28","legal","common","auto_yolo;conf=0.0679"
"1067.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1068.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1069.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1070.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1071.jpg","","12","7","88","36","legal","common","auto_yolo;conf=0.0111"
"1072.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1073.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1074.jpg","","33","12","85","28","legal","common","auto_yolo;conf=0.0132"
"1075.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1076.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1077.jpg","","33","11","91","32","legal","common","auto_yolo;conf=0.0170"
"1078.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1079.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1080.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1081.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1082.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1083.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1084.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1085.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1086.jpg","","33","12","89","29","legal","common","auto_yolo;conf=0.1332"
"1087.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1088.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1089.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1090.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1091.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1092.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1093.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1094.jpg","","7","7","87","37","legal","common","auto_yolo;conf=0.1919"
"1095.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1096.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1097.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1098.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1099.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1100.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1101.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1102.jpg","","40","14","74","25","legal","common","auto_yolo;conf=0.0225"
"1103.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1104.jpg","","31","0","44","11","legal","common","auto_yolo;conf=0.0202"
"1105.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1106.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1107.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1108.jpg","","2","15","86","32","legal","common","auto_yolo;conf=0.0428"
"1109.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1110.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1111.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1112.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1113.jpg","","36","14","82","26","legal","common","auto_yolo;conf=0.2750"
"1114.jpg","","37","13","79","25","legal","common","auto_yolo;conf=0.1218"
"1115.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1116.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1117.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1118.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1119.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1120.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1121.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1122.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1123.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1124.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1125.jpg","","6","7","88","34","legal","common","auto_yolo;conf=0.1474"
"1126.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1127.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1128.jpg","","31","4","87","37","legal","common","auto_yolo;conf=0.0692"
"1129.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1130.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1131.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1132.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1133.jpg","","7","2","85","40","legal","common","auto_yolo;conf=0.0198"
"1134.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1135.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1136.jpg","","6","12","83","29","legal","common","auto_yolo;conf=0.0422"
"1137.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1138.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1139.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1140.jpg","","2","6","86","39","legal","common","auto_yolo;conf=0.0349"
"1141.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1142.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1143.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1144.jpg","","1","13","86","31","legal","common","auto_yolo;conf=0.1805"
"1145.jpg","","19","4","91","36","legal","common","auto_yolo;conf=0.0785"
"1146.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1147.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1148.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1149.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1150.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1151.jpg","","12","9","85","32","legal","common","auto_yolo;conf=0.0811"
"1152.jpg","","35","8","86","35","legal","common","auto_yolo;conf=0.0488"
"1153.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1154.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1155.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1156.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1157.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1158.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1159.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1160.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1161.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1162.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1163.jpg","","3","15","80","26","legal","common","auto_yolo;conf=0.1749"
"1164.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1165.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1166.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1167.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1168.jpg","","68","5","60","34","legal","common","auto_yolo;conf=0.0122"
"1169.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1170.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"1171.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
